"","scientific_name.x","collapsed_name","dispersal_km","dispersal_checked","source_dispersal","dispersal.original.value","dispersal.original.units","Migration_km","migration_checked","Migration_source","migration.original.value","migration.original.units","mean.hra.m2","home_range_checked","source_hra","hra.original.value","hra.original.unit","Mass_kg","Mass_source","mass.checked","number_traits_completed","person","diet","diet.source","media..air..water..land.","medium.source","geographic.range..km2.","geographic.unit.source","IUCN","mean.hra.km2","hr.radius","class","scientific_name"
"653",NA,"pirangaludoviciana",NA,"",NA,"","",3646,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.477829,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"654",NA,"zonotrichiaatricapilla",NA,"",NA,"","",2518,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.505131,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"655",NA,"myadestestownsendi",NA,"",NA,"","",1254,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.511881,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"656",NA,"loxialeucoptera",NA,"",NA,"","",459,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.515583,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"657",NA,"sialiacurrucoides",NA,"",NA,"","",1825,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.549663,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"658",NA,"icterusparisorum",NA,"",NA,"","",784,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.552607,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"659",NA,"calamospizamelanocorys",NA,"",NA,"","",1582,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.556301,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"660",NA,"tyrannusmelancholicus",NA,"",NA,"","",62,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.57444,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"661",NA,"tyrannusvociferans",NA,"",NA,"","",616,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.635106,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"662",NA,"anserrossii",NA,"",NA,"","",3322.4,"","Horton_2018","","",NA,"",NA,"","",1.636,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"663",NA,"oreoscoptesmontanus",NA,"",NA,"","",1490,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.645906,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"664",NA,"corvusalbus",NA,"",NA,"","",0,"","Razafindratsima_etal_2018","","",NA,"",NA,"","",1.66,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"665",NA,"bombycillagarrulus",NA,"",NA,"","",1901,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.70156,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"666",NA,"pinicolaenucleator",NA,"",NA,"","",365,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.725502,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"667",NA,"euphaguscarolinus",NA,"",NA,"","",2740,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.775075,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"668",NA,"euphaguscyanocephalus",NA,"",NA,"","",1223,"","La Sorte et al. 2016","","",NA,"",NA,"","",1.795773,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"669","Branta leucopsis","brantaleucopsis",NA,"",NA,"","",3200,"","Hein_Gillooly_2011","","",NA,"",NA,"","",1.8,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"AVES","Branta leucopsis"
"670",NA,"ansererythropus",NA,"",NA,"","",4000,"","Hein_Gillooly_2011","","",NA,"",NA,"","",1.9,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"671","Branta hutchinsii","brantahutchinsii",NA,"",NA,"","",3480,"","La Sorte et al. 2016","","",NA,"",NA,"","",2,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"AVES","Branta hutchinsii"
"672",NA,"sarkidiornismelanotos",NA,"",NA,"","",3900,"","Hein_Gillooly_2011","","",NA,"",NA,"","",2,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"673","Anser indicus","anserindicus",NA,"",NA,"","",1200,"","Hein_Gillooly_2011","","",NA,"",NA,"","",2.2,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"AVES","Anser indicus"
"674","Ardea herodias","ardeaherodias",NA,"",NA,"","",854,"","La Sorte et al. 2016","","",NA,"",NA,"","",2.39,"Bestetal_1996","",2,"","","","","","","",NA,NA,NA,"AVES","Ardea herodias"
"675",NA,"ansercaerulescens",NA,"",NA,"","",5000,"","Hein_Gillooly_2011","","",NA,"",NA,"","",2.5,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"676",NA,"oncorhynchusnerka",NA,"",NA,"","",1100,"","Hein_Gillooly_2011","","",NA,"",NA,"","",2.5,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"677",NA,"anseralbifrons",NA,"",NA,"","",4204.8,"","Horton_2018","","",NA,"",NA,"","",2.5064,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"678",NA,"ansercaerulescens atlantica",NA,"",NA,"","",5000,"","Hein_Gillooly_2011","","",NA,"",NA,"","",3.5,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"679",NA,"oncorhynchusketa",NA,"",NA,"","",2500,"","Hein_Gillooly_2011","","",NA,"",NA,"","",3.9,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"680",NA,"antigonecanadensis",NA,"",NA,"","",3024.1,"","Horton_2018","","",NA,"",NA,"","",4.2962,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"681",NA,"ciconianigra",NA,"",NA,"","",6500,"","Hein_Gillooly_2011","","",NA,"",NA,"","",6,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"682",NA,"olorbuccinator",NA,"",NA,"","",2500,"","Hein_Gillooly_2011","","",NA,"",NA,"","",9.8,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"683",NA,"oncorhynchustshawytscha",NA,"",NA,"","",1100,"","Hein_Gillooly_2011","","",NA,"",NA,"","",15,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"684",NA,"gazellathomsonii",NA,"",NA,"","",95,"","Teitelbaum_2015","","",NA,"",NA,"","",19,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"685",NA,"procapragutturosa",NA,"",NA,"","",280,"","Hein_Gillooly_2011","","",NA,"",NA,"","",28,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"686",NA,"pantholopshodgsonii",NA,"",NA,"","",229,"","Teitelbaum_2015","","",NA,"",NA,"","",32,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"687",NA,"saigatatarica",NA,"",NA,"","",500,"","Hein_Gillooly_2011","","",NA,"",NA,"","",39,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"688",NA,"caprasibirica",NA,"",NA,"","",100,"","Hein_Gillooly_2011","","",NA,"",NA,"","",130,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"689",NA,"alcelaphusbuselaphus",NA,"",NA,"","",207,"","Teitelbaum_2015","","",NA,"",NA,"","",150,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"690",NA,"thunnusorientalis",NA,"",NA,"","",7600,"","Hein_Gillooly_2011","","",NA,"",NA,"","",200,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"691",NA,"equushemionus",NA,"",NA,"","",1566,"","Teitelbaum_2015","","",NA,"",NA,"","",220,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"692",NA,"thunnusthunnus",NA,"",NA,"","",12000,"","Hein_Gillooly_2011","","",NA,"",NA,"","",240,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"693",NA,"hippoglossusstenolepis",NA,"",NA,"","",1200,"","Hein_Gillooly_2011","","",NA,"",NA,"","",300,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"694",NA,"equusburchellii",NA,"",NA,"","",153,"","Teitelbaum_2015","","",NA,"",NA,"","",320,"","",2,"","","","","","","",NA,NA,NA,"NA",NA
"695",NA,"miroungaleonina",NA,"",NA,"","",3000,"","Hein_Gillooly_2011","","",NA,"",NA,"","",320,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"696",NA,"odobenusrosmarus",NA,"",NA,"","",1800,"","Hein_Gillooly_2011","","",NA,"",NA,"","",1000,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"697",NA,"delphinapterusleucas",NA,"",NA,"","",2200,"","Hein_Gillooly_2011","","",NA,"",NA,"","",1400,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"698",NA,"cetorhinusmaximus",NA,"",NA,"","",9500,"","Hein_Gillooly_2011","","",NA,"",NA,"","",3900,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"699",NA,"eubalaenaglacialis",NA,"",NA,"","",5700,"","Hein_Gillooly_2011","","",NA,"",NA,"","",28000,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"700",NA,"eschrichtiusrobustus",NA,"",NA,"","",7300,"","Hein_Gillooly_2011","","",NA,"",NA,"","",30000,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"701",NA,"megapteranovaeangliae",NA,"",NA,"","",8500,"","Hein_Gillooly_2011","","",NA,"",NA,"","",30000,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"702",NA,"balaenamysticetus",NA,"",NA,"","",5800,"","Hein_Gillooly_2011","","",NA,"",NA,"","",69000,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"703",NA,"balaenopteramusculus",NA,"",NA,"","",8700,"","Hein_Gillooly_2011","","",NA,"",NA,"","",99000,"Hein_Gillooly_2011","",2,"","","","","","","",NA,NA,NA,"NA",NA
"704",NA,"acanthisflammea",NA,"",NA,"","",1392,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"705",NA,"acanthishornemanni",NA,"",NA,"","",1734,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"706",NA,"aechmophorusclarkii",NA,"",NA,"","",784,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"707",NA,"aechmophorusoccidentalis",NA,"",NA,"","",1665,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"708",NA,"anasamericana",NA,"",NA,"","",3084,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"709",NA,"anascyanoptera",NA,"",NA,"","",2104,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"710",NA,"anasrubripes",NA,"",NA,"","",1492,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"711",NA,"anguillaanguilla",NA,"",NA,"","",27,"",NA,"","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"712",NA,"anhingaanhinga",NA,"",NA,"","",194,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"713",NA,"antrostomuscarolinensis",NA,"",NA,"","",1353,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"714",NA,"antrostomusvociferus",NA,"",NA,"","",1940,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"715",NA,"archilochusalexandri",NA,"",NA,"","",1725,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"716",NA,"arenariamelanocephala",NA,"",NA,"","",3059,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"717",NA,"artemisiospizanevadensis",NA,"",NA,"","",727,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"718",NA,"bombinapachypus",NA,"",NA,"","",0.25,"","Trochet_etal","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"719",NA,"buboscandiacus",NA,"",NA,"","",2283,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"720",NA,"buteolagopus",NA,"",NA,"","",2735,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"721",NA,"butoridesvirescens",NA,"",NA,"","",1118,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"722",NA,"calidrisalba",NA,"",NA,"","",6934,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"723",NA,"calidrisfuscicollis",NA,"",NA,"","",12893,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"724",NA,"calidrishimantopus",NA,"",NA,"","",9298,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"725",NA,"calidrismaritima",NA,"",NA,"","",3235,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"726",NA,"calidrismelanotos",NA,"",NA,"","",9697,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"727",NA,"calidrisptilocnemis",NA,"",NA,"","",1734,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"728",NA,"calidrissubruficollis",NA,"",NA,"","",12151,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"729",NA,"calidrisvirgata",NA,"",NA,"","",5596,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"730",NA,"calyptecostae",NA,"",NA,"","",225,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"731",NA,"cardellinapusilla",NA,"",NA,"","",4224,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"732",NA,"catharusbicknelli",NA,"",NA,"","",3185,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"733",NA,"charadriusnivosus",NA,"",NA,"","",1096,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"734",NA,"charadriussemipalmatus",NA,"",NA,"","",6627,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"735",NA,"chencaerulescens",NA,"",NA,"","",3744,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"736",NA,"chenrossii",NA,"",NA,"","",3253,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"737",NA,"chordeilesacutipennis",NA,"",NA,"","",5397,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"738",NA,"coccothraustesvespertinus",NA,"",NA,"","",430,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"739",NA,"coturnicopsnoveboracensis",NA,"",NA,"","",2353,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"740",NA,"cypseloidesniger",NA,"",NA,"","",2824,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"741",NA,"dendrocygnaautumnalis",NA,"",NA,"","",101,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"742",NA,"egrettacaerulea",NA,"",NA,"","",256,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"743",NA,"egrettathula",NA,"",NA,"","",128,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"744",NA,"egrettatricolor",NA,"",NA,"","",815,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"745",NA,"falcorusticolus",NA,"",NA,"","",1707,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"746",NA,"gallinagodelicata",NA,"",NA,"","",2865,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"747",NA,"gallinulagaleata",NA,"",NA,"","",773,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"748",NA,"geothlypisformosa",NA,"",NA,"","",2387,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"749",NA,"geothlypistolmiei",NA,"",NA,"","",3563,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"750",NA,"haematopusbachmani",NA,"",NA,"","",88,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"751",NA,"haematopuspalliatus",NA,"",NA,"","",672,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"752",NA,"haemorhouscassinii",NA,"",NA,"","",663,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"753",NA,"haemorhouspurpureus",NA,"",NA,"","",1324,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"754",NA,"himantopusmexicanus",NA,"",NA,"","",781,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"755",NA,"ictiniamississippiensis",NA,"",NA,"","",3808,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"756",NA,"ixoreusnaevius",NA,"",NA,"","",1698,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"757",NA,"laterallusjamaicensis",NA,"",NA,"","",154,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"758",NA,"limnodromusgriseus",NA,"",NA,"","",5389,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"759",NA,"megacerylealcyon",NA,"",NA,"","",1601,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"760",NA,"melanerpeslewis",NA,"",NA,"","",611,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"761",NA,"nyctanassaviolacea",NA,"",NA,"","",1182,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"762",NA,"oreothlypiscelata",NA,"",NA,"","",3155,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"763",NA,"oreothlypisluciae",NA,"",NA,"","",1473,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"764",NA,"oreothlypisperegrina",NA,"",NA,"","",4888,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"765",NA,"oreothlypisruficapilla",NA,"",NA,"","",3092,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"766",NA,"oreothlypisvirginiae",NA,"",NA,"","",2342,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"767",NA,"pandionhaliaetus",NA,"",NA,"","",7637,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"768",NA,"patagioenasfasciata",NA,"",NA,"","",1019,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"769",NA,"pelecanuserythrorhynchos",NA,"",NA,"","",2489,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"770",NA,"petrochelidonfulva",NA,"",NA,"","",264,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"771",NA,"petrochelidonpyrrhonota",NA,"",NA,"","",7570,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"772",NA,"peucaeacassinii",NA,"",NA,"","",313,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"773",NA,"phalaropustricolor",NA,"",NA,"","",9418,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"774",NA,"picahudsonia",NA,"",NA,"","",100,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"775",NA,"podicepsnigricollis",NA,"",NA,"","",1668,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"776",NA,"psiloscopsflammeolus",NA,"",NA,"","",1747,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"777",NA,"ralluscrepitans",NA,"",NA,"","",207,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"778",NA,"rhynchophanesmccownii",NA,"",NA,"","",1938,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"779",NA,"rynchopsniger",NA,"",NA,"","",39,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"780",NA,"salamandrinaperspicillata",NA,"",NA,"","",0.5,"","Trochet_etal","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"781",NA,"salamandrinaterdigitata",NA,"",NA,"","",0.5,"","Trochet_etal","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"782",NA,"selasphoruscalliope",NA,"",NA,"","",3256,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"783",NA,"selasphorusplatycercus",NA,"",NA,"","",1089,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"784",NA,"setophagaamericana",NA,"",NA,"","",2234,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"785",NA,"setophagacaerulescens",NA,"",NA,"","",3056,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"786",NA,"setophagacastanea",NA,"",NA,"","",4867,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"787",NA,"setophagacerulea",NA,"",NA,"","",4431,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"788",NA,"setophagacitrina",NA,"",NA,"","",2040,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"789",NA,"setophagacoronata",NA,"",NA,"","",2627,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"790",NA,"setophagadiscolor",NA,"",NA,"","",1651,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"791",NA,"setophagadominica",NA,"",NA,"","",1539,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"792",NA,"setophagagraciae",NA,"",NA,"","",1158,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"793",NA,"setophaganigrescens",NA,"",NA,"","",2284,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"794",NA,"setophagaoccidentalis",NA,"",NA,"","",3386,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"795",NA,"setophagapalmarum",NA,"",NA,"","",3270,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"796",NA,"setophagapinus",NA,"",NA,"","",709,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"797",NA,"setophagastriata",NA,"",NA,"","",7137,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"798",NA,"setophagatigrina",NA,"",NA,"","",4463,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"799",NA,"setophagatownsendi",NA,"",NA,"","",4018,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"800",NA,"sphyrapicusnuchalis",NA,"",NA,"","",1451,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
"801",NA,"sphyrapicusruber",NA,"",NA,"","",494,"","La Sorte et al. 2016","","",NA,"",NA,"","",NA,"","",1,"","","","","","","",NA,NA,NA,"NA",NA
